"","Gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","MonthlyCharges","Churn","sample","FixedCharges","TenureCat.00.06","TenureCat.06.12","TenureCat.12.24","OneYearContract","TwoYearContract","BankTransfer","CreditCard","ECheck"
"207","Male","No","Yes","Yes","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes",55.45,"No",TRUE,186.8,"0","0","0","0","1","0","1","0"
"208","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","No",79.9,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"209","Female","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Yes",106.6,"Yes",FALSE,-90.9499999999998,"0","0","1","0","0","0","0","1"
"210","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",102.45,"No",FALSE,97.3000000000002,"0","0","0","1","0","0","1","0"
"211","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",46,"Yes",TRUE,-7.5,"1","0","0","0","0","0","1","0"
"212","Female","No","No","No","No","No","DSL","No","No","No","No","No","No","No",25.25,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"215","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","No",86.8,"No",FALSE,-20.55,"0","0","1","0","0","0","0","1"
"216","Female","No","Yes","No","No","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes",58.75,"No",TRUE,88.6999999999998,"0","0","0","0","0","1","0","0"
"217","Male","No","Yes","Yes","No","No","DSL","Yes","Yes","Yes","Yes","No","No","No",45.25,"No",TRUE,-118.2,"0","0","0","0","1","0","1","0"
"218","Male","No","Yes","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes",56.6,"No",TRUE,53.5999999999999,"0","0","0","0","1","1","0","0"
"219","Male","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes",84.2,"No",TRUE,-148.5,"0","0","0","0","1","1","0","0"
"220","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",80,"No",FALSE,-15.4,"0","1","0","0","0","1","0","0"
"221","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.15,"Yes",TRUE,-12.25,"1","0","0","0","0","0","0","1"
"224","Male","No","Yes","No","Yes","No","DSL","No","No","No","Yes","No","No","No",50.05,"Yes",FALSE,-20.85,"1","0","0","0","0","0","0","0"
"226","Male","No","No","No","No","No","DSL","Yes","No","No","No","Yes","Yes","Yes",50.6,"No",FALSE,74.3499999999999,"0","0","1","1","0","0","0","0"
"227","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes",81.15,"No",TRUE,30.0999999999999,"0","0","0","1","0","0","0","0"
"228","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","Yes","No","No",55.2,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"229","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Yes",89.9,"No",FALSE,26.1500000000001,"0","0","0","0","0","0","1","0"
"230","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Yes",85.3,"No",TRUE,98.1500000000001,"0","0","0","0","1","0","1","0"
"231","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",108,"No",TRUE,-71.3500000000004,"0","0","0","0","1","0","1","0"
"232","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Yes",93.5,"No",TRUE,72.5,"0","0","0","0","0","0","1","0"
"233","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Yes",84.6,"Yes",FALSE,0,"1","0","0","0","0","0","0","0"
"236","Male","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Yes",54.4,"Yes",TRUE,5.3,"1","0","0","0","0","0","0","0"
"237","Female","No","No","No","No","No","DSL","No","No","No","Yes","No","No","Yes",29.6,"No",TRUE,3.05000000000001,"0","1","0","0","1","0","0","0"
"238","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",73.15,"No",TRUE,-10.75,"0","0","1","0","0","0","0","1"
"239","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",95,"Yes",TRUE,75.3,"0","1","0","0","0","0","0","1"
"241","Female","No","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","No",86.6,"No",FALSE,115.3,"0","0","0","0","1","1","0","0"
"242","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","No",109.2,"No",FALSE,15.8999999999996,"0","0","0","0","1","1","0","0"
"243","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","Yes",74.7,"No",TRUE,124.95,"0","0","0","1","0","0","1","0"
"244","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","No",94.4,"No",TRUE,-9.85000000000036,"0","0","0","0","0","0","0","1"
"245","Female","Yes","No","No","Yes","No","DSL","No","Yes","Yes","No","No","No","Yes",54.8,"No",FALSE,18.9,"0","0","1","0","0","0","0","1"
"246","Male","Yes","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","No",75.35,"No",TRUE,-28,"1","0","0","0","0","0","0","1"
"247","Male","No","No","No","Yes","Yes","DSL","No","No","Yes","No","No","Yes","No",65,"No",FALSE,-133.2,"0","0","0","1","0","0","0","0"
"248","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Yes",74.4,"Yes",TRUE,-41.7,"0","0","1","0","0","0","0","1"
"249","Male","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No","Yes",48.55,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"250","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Yes",99,"No",FALSE,140.45,"0","0","0","1","0","0","0","1"
"251","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","No","Yes",93.5,"No",FALSE,-148.95,"0","0","0","1","0","0","0","1"
"252","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","No",70.4,"Yes",TRUE,6.34999999999999,"1","0","0","0","0","0","0","1"
"253","Male","Yes","Yes","No","No","No","DSL","No","Yes","No","No","Yes","No","No",40.2,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"254","Male","No","No","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","No",83.7,"No",TRUE,-45.0999999999999,"0","0","0","1","0","0","1","0"
"256","Female","No","Yes","Yes","No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes",59.55,"No",FALSE,114.05,"0","0","0","0","1","0","0","1"
"257","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",115.1,"No",TRUE,-12.9499999999998,"0","0","0","0","1","0","1","0"
"258","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",114.35,"No",FALSE,73.6000000000004,"0","0","0","1","0","0","1","0"
"259","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.6,"Yes",FALSE,-8.65000000000001,"1","0","0","0","0","0","1","0"
"260","Female","Yes","Yes","No","No","No","DSL","Yes","No","Yes","No","No","Yes","Yes",45,"No",TRUE,-76.3499999999999,"0","0","0","0","0","0","0","1"
"261","Male","Yes","No","No","No","No","DSL","No","No","Yes","No","No","Yes","Yes",41.15,"Yes",TRUE,8.75,"1","0","0","0","0","0","0","1"
"262","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",106.9,"Yes",FALSE,-25.4000000000001,"0","0","1","0","0","0","0","1"
"263","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Yes",89.85,"No",TRUE,-196.099999999999,"0","0","0","0","0","0","0","1"
"264","Female","No","No","No","No","No","DSL","Yes","Yes","No","Yes","No","Yes","Yes",49.85,"No",TRUE,-25.2500000000002,"0","0","0","0","1","1","0","0"
"265","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",113.3,"No",TRUE,-66.25,"0","0","0","1","0","0","0","0"
"266","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",88.1,"No",FALSE,152.650000000001,"0","0","0","0","1","0","0","0"
"268","Female","Yes","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",105,"No",TRUE,12.25,"0","0","1","0","0","0","0","0"
"271","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Yes",94.45,"Yes",TRUE,0,"0","0","1","0","0","0","0","1"
"272","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Yes",59.75,"No",TRUE,44.4000000000001,"0","0","0","0","1","0","0","1"
"273","Male","No","No","No","No","No","DSL","No","No","No","No","No","No","No",24.8,"Yes",TRUE,0,"1","0","0","0","0","1","0","0"
"274","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","No",107.05,"No",TRUE,31.0500000000002,"0","0","1","0","0","0","0","1"
"275","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","No",70.6,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"276","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Yes",85.4,"Yes",TRUE,-25.9,"1","0","0","0","0","0","0","1"
"277","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",105.05,"Yes",TRUE,162.250000000001,"0","0","0","0","0","0","0","1"
"278","Male","Yes","Yes","No","Yes","No","DSL","Yes","Yes","No","No","No","Yes","Yes",64.95,"No",FALSE,-24.1500000000001,"0","0","1","0","0","1","0","0"
"279","Male","No","No","No","No","No","DSL","No","No","Yes","Yes","Yes","Yes","Yes",55,"No",TRUE,1.95000000000005,"0","0","1","0","0","0","0","1"
"280","Female","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","No",50.55,"No",FALSE,-8,"1","0","0","0","0","1","0","0"
"281","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No","No",55.15,"No",FALSE,-8,"1","0","0","0","0","0","0","0"
"282","Female","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","No",51.2,"No",FALSE,-13.75,"0","1","0","0","0","0","0","1"
"284","Female","No","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No","No",54.45,"No",TRUE,-14.8500000000004,"0","0","0","0","0","0","0","0"
"285","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","No",95.15,"Yes",TRUE,67.25,"0","0","1","0","0","0","0","0"
"286","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",76,"No",FALSE,111.6,"0","0","1","1","0","0","1","0"
"287","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.35,"No",TRUE,40.15,"0","0","1","0","0","0","0","1"
"288","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","No",70,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"289","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Yes",74.5,"Yes",TRUE,10.55,"0","1","0","0","0","0","0","1"
"290","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.85,"Yes",TRUE,-13.1,"0","1","0","0","0","0","1","0"
"291","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",76.1,"Yes",TRUE,-113.7,"0","0","1","0","0","0","0","1"
"292","Male","No","No","No","Yes","No","DSL","Yes","Yes","Yes","No","No","No","No",61.2,"No",FALSE,-120.8,"0","0","0","1","0","0","0","0"
"293","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","No",86.8,"No",TRUE,-55.5999999999999,"0","0","1","1","0","0","0","0"
"294","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",89.35,"No",TRUE,31.7,"1","0","0","0","0","0","0","1"
"297","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","No","No","No",76.05,"No",TRUE,36.8999999999996,"0","0","0","0","1","0","0","1"
"298","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",100.8,"No",TRUE,-90.5,"0","0","0","0","0","0","0","1"
"299","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Yes",74.55,"No",TRUE,33.75,"0","0","0","0","0","0","0","1"
"300","Female","No","No","Yes","Yes","No","Fiber optic","Yes","No","No","No","No","No","Yes",73.6,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"301","Male","No","No","No","Yes","No","DSL","No","No","No","No","Yes","Yes","Yes",64.9,"No",FALSE,17.0999999999999,"0","0","1","1","0","1","0","0"
"302","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",95.45,"Yes",TRUE,14.3,"1","0","0","0","0","0","0","1"
"303","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Yes",90.4,"No",TRUE,-4.95000000000005,"1","0","0","0","0","0","0","1"
"304","Female","No","Yes","Yes","No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","No",60.3,"No",TRUE,8.60000000000036,"0","0","0","0","1","0","1","0"
"305","Male","No","No","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",81.85,"No",FALSE,31.4000000000001,"0","0","0","0","0","0","0","0"
"307","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",74.9,"Yes",TRUE,-93.4500000000003,"0","0","0","0","0","0","0","1"
"308","Male","No","Yes","Yes","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","No",75.55,"No",TRUE,-136.55,"0","0","0","0","1","0","0","0"
"309","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","No",101.15,"No",FALSE,-101.85,"0","0","0","0","0","0","0","1"
"310","Male","No","No","Yes","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Yes",78.75,"No",TRUE,-97.5500000000002,"0","0","0","1","0","0","1","0"
"312","Female","No","No","No","Yes","No","Fiber optic","Yes","No","No","Yes","No","Yes","Yes",89.05,"No",TRUE,-72.8499999999999,"0","0","1","0","0","0","0","1"
"313","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",115.05,"No",TRUE,-52.0499999999993,"0","0","0","0","1","0","1","0"
"314","Female","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.35,"No",TRUE,-5.14999999999998,"1","0","0","0","0","0","0","1"
"315","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",80.6,"Yes",TRUE,12.55,"1","0","0","0","0","0","0","1"
"316","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","No",110.05,"No",TRUE,73.8499999999995,"0","0","0","1","0","0","1","0"
"318","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","No",80.3,"Yes",TRUE,7.25,"0","0","0","1","0","0","1","0"
"319","Male","Yes","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",93.15,"Yes",TRUE,-4.55000000000018,"0","0","1","0","0","0","0","1"
"320","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Yes",91.5,"No",TRUE,33.8499999999999,"0","0","0","0","0","0","1","0"
"321","Female","Yes","No","No","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No",82.45,"Yes",TRUE,-102.2,"0","0","0","1","0","1","0","0"
"322","Female","No","Yes","Yes","No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes",60,"No",TRUE,-56,"0","0","0","0","1","0","0","1"
"323","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.8,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"324","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","No","No",48.6,"No",TRUE,-15.1,"0","1","0","1","0","0","0","0"
"325","Male","No","No","No","No","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Yes",60.05,"No",TRUE,33.25,"0","0","0","0","1","1","0","0"
"326","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",102.7,"No",TRUE,-202.3,"0","0","0","0","0","0","1","0"
"327","Female","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Yes",82.9,"No",TRUE,-31.8500000000001,"0","1","0","0","0","0","0","1"
"328","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.35,"Yes",TRUE,-1.64999999999998,"1","0","0","0","0","0","0","1"
"329","Female","Yes","Yes","Yes","No","No","DSL","No","No","No","No","Yes","No","Yes",35.9,"No",FALSE,-31.55,"0","0","0","0","0","0","0","1"
"330","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Yes",82.65,"No",TRUE,64.9999999999998,"0","0","1","0","0","0","1","0"
"333","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Yes",94.9,"No",TRUE,57.5499999999993,"0","0","0","1","0","0","1","0"
"334","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",73.85,"Yes",TRUE,-5.69999999999993,"0","1","0","0","0","0","0","1"
"335","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","No",80.6,"Yes",TRUE,-5.39999999999998,"1","0","0","0","0","0","0","0"
"336","Male","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","Yes",75.8,"Yes",TRUE,139.55,"0","0","0","1","0","1","0","0"
"337","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",104.6,"Yes",FALSE,262.05,"0","0","0","0","1","0","0","1"
"338","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",88.15,"No",TRUE,154.249999999999,"0","0","0","0","1","0","0","1"
"339","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",94.8,"No",TRUE,152.85,"0","0","0","0","0","0","1","0"
"340","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",103.4,"Yes",TRUE,88.7999999999993,"0","0","0","0","0","0","0","1"
"341","Female","Yes","No","No","Yes","No","DSL","No","Yes","No","Yes","No","No","No",54.65,"No",FALSE,81.3,"0","0","0","0","0","1","0","0"
"342","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",85.75,"No",TRUE,135.55,"0","0","0","0","1","0","1","0"
"343","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Yes",67.45,"No",TRUE,56.9499999999998,"0","0","0","0","0","1","0","0"
"346","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",72.1,"No",FALSE,0,"1","0","0","0","0","0","0","1"
"347","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",90.4,"Yes",TRUE,-12.6,"1","0","0","0","0","0","0","1"
"349","Female","No","No","No","No","No","DSL","No","No","No","No","Yes","Yes","Yes",44.95,"No",TRUE,-37.0000000000001,"0","0","1","0","0","0","0","1"
"350","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","No",97,"No",TRUE,222.9,"0","0","0","1","0","1","0","0"
"351","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Yes",62.8,"No",TRUE,-44.8499999999999,"0","0","0","0","1","0","1","0"
"352","Male","No","No","Yes","Yes","No","DSL","No","No","No","No","No","No","No",44.6,"No",TRUE,-76.8000000000001,"0","0","1","1","0","0","0","0"
"353","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",89.15,"No",TRUE,-49.7,"0","1","0","0","0","0","0","1"
"354","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Yes",84.8,"Yes",FALSE,32.7,"1","0","0","0","0","1","0","0"
"355","Female","Yes","No","No","No","No","DSL","Yes","No","No","No","Yes","No","Yes",41.9,"Yes",TRUE,-39.8,"0","0","1","0","0","0","0","1"
"356","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Yes",80.25,"Yes",TRUE,43.5,"0","1","0","0","0","1","0","0"
"357","Female","Yes","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No","Yes",54.1,"No",TRUE,23.4,"0","0","1","0","0","0","0","1"
"358","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",105.25,"No",TRUE,87.3999999999996,"0","0","0","0","1","0","0","1"
"359","Male","Yes","Yes","No","No","No","DSL","Yes","No","No","No","No","No","No",30.75,"Yes",FALSE,-25.15,"0","0","0","0","0","0","1","0"
"360","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","No",97.1,"No",TRUE,-61.4499999999998,"0","0","0","1","0","0","0","1"
"362","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",98.8,"No",TRUE,-91.6499999999996,"0","0","0","0","1","1","0","0"
"363","Male","No","Yes","No","Yes","No","DSL","No","No","Yes","No","No","No","No",50.3,"No",TRUE,-38.8499999999995,"0","0","0","1","0","0","1","0"
"365","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","No","No","Yes",75.9,"No",TRUE,6.84999999999991,"0","0","1","0","0","1","0","0"
"366","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","No",96.5,"Yes",TRUE,10.05,"1","0","0","0","0","1","0","0"
"367","Male","No","Yes","No","Yes","No","DSL","Yes","No","No","No","No","Yes","Yes",59.95,"No",TRUE,27.1499999999999,"0","0","1","0","0","1","0","0"
"369","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",98.65,"No",TRUE,-41.3000000000002,"0","0","0","1","0","0","1","0"
